ID,dim::criterion,dim::rating,res::rating_code,dim::model,dim::worker_lang,dim::dataset,dim::article_id,desc::gem_id,desc::summary
seahorse-01619,comprehensibility,Yes,1,t5_xxl,en-US,xsum,art-cd38524e,xsum-validation-700,"Hike, India's fastest-growing mobile messaging app, has raised another $175m ( ⁇ £100m) in new funding."
seahorse-01620,repetition,Yes,1,t5_xxl,en-US,xsum,art-cd38524e,xsum-validation-700,"Hike, India's fastest-growing mobile messaging app, has raised another $175m ( ⁇ £100m) in new funding."
seahorse-01621,grammar,Yes,1,t5_xxl,en-US,xsum,art-cd38524e,xsum-validation-700,"Hike, India's fastest-growing mobile messaging app, has raised another $175m ( ⁇ £100m) in new funding."
seahorse-01622,attribution,Yes,1,t5_xxl,en-US,xsum,art-cd38524e,xsum-validation-700,"Hike, India's fastest-growing mobile messaging app, has raised another $175m ( ⁇ £100m) in new funding."
seahorse-01623,main_ideas,No,0,t5_xxl,en-US,xsum,art-cd38524e,xsum-validation-700,"Hike, India's fastest-growing mobile messaging app, has raised another $175m ( ⁇ £100m) in new funding."
seahorse-01624,conciseness,No,0,t5_xxl,en-US,xsum,art-cd38524e,xsum-validation-700,"Hike, India's fastest-growing mobile messaging app, has raised another $175m ( ⁇ £100m) in new funding."
seahorse-01625,comprehensibility,Yes,1,reference,en-US,xsum,art-cd38524e,xsum-validation-700,Indian messenger app Hike has won fresh money from investors and a key partner from China.
seahorse-01626,repetition,Yes,1,reference,en-US,xsum,art-cd38524e,xsum-validation-700,Indian messenger app Hike has won fresh money from investors and a key partner from China.
seahorse-01627,grammar,Yes,1,reference,en-US,xsum,art-cd38524e,xsum-validation-700,Indian messenger app Hike has won fresh money from investors and a key partner from China.
seahorse-01628,attribution,Yes,1,reference,en-US,xsum,art-cd38524e,xsum-validation-700,Indian messenger app Hike has won fresh money from investors and a key partner from China.
seahorse-01629,main_ideas,No,0,reference,en-US,xsum,art-cd38524e,xsum-validation-700,Indian messenger app Hike has won fresh money from investors and a key partner from China.
seahorse-01630,conciseness,No,0,reference,en-US,xsum,art-cd38524e,xsum-validation-700,Indian messenger app Hike has won fresh money from investors and a key partner from China.
seahorse-01631,comprehensibility,Yes,1,t5_xxl,en-US,wiki_lingua_english_en,art-266c1cc1,wiki_lingua_english_en-val-5373,Determine whether you have grounds to go back to court. Send a demand letter. Go to family court.
seahorse-01632,repetition,Yes,1,t5_xxl,en-US,wiki_lingua_english_en,art-266c1cc1,wiki_lingua_english_en-val-5373,Determine whether you have grounds to go back to court. Send a demand letter. Go to family court.
seahorse-01633,grammar,Yes,1,t5_xxl,en-US,wiki_lingua_english_en,art-266c1cc1,wiki_lingua_english_en-val-5373,Determine whether you have grounds to go back to court. Send a demand letter. Go to family court.
seahorse-01634,attribution,No,0,t5_xxl,en-US,wiki_lingua_english_en,art-266c1cc1,wiki_lingua_english_en-val-5373,Determine whether you have grounds to go back to court. Send a demand letter. Go to family court.
seahorse-01635,main_ideas,No,0,t5_xxl,en-US,wiki_lingua_english_en,art-266c1cc1,wiki_lingua_english_en-val-5373,Determine whether you have grounds to go back to court. Send a demand letter. Go to family court.
seahorse-01636,conciseness,No,0,t5_xxl,en-US,wiki_lingua_english_en,art-266c1cc1,wiki_lingua_english_en-val-5373,Determine whether you have grounds to go back to court. Send a demand letter. Go to family court.
seahorse-01637,comprehensibility,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-33d3ee21,wiki_lingua_english_en-val-12016,Understand what Modified Fire Resistive Buildings are.
seahorse-01638,repetition,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-33d3ee21,wiki_lingua_english_en-val-12016,Understand what Modified Fire Resistive Buildings are.
seahorse-01639,grammar,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-33d3ee21,wiki_lingua_english_en-val-12016,Understand what Modified Fire Resistive Buildings are.
seahorse-01640,attribution,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-33d3ee21,wiki_lingua_english_en-val-12016,Understand what Modified Fire Resistive Buildings are.
seahorse-01641,main_ideas,No,0,t5_base,en-US,wiki_lingua_english_en,art-33d3ee21,wiki_lingua_english_en-val-12016,Understand what Modified Fire Resistive Buildings are.
seahorse-01642,conciseness,No,0,t5_base,en-US,wiki_lingua_english_en,art-33d3ee21,wiki_lingua_english_en-val-12016,Understand what Modified Fire Resistive Buildings are.
seahorse-01643,comprehensibility,Yes,1,t5_base,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish forces have taken control of the town of Sinjar, the first town to be recaptured from Islamic State (IS) in Iraq."
seahorse-01644,repetition,Yes,1,t5_base,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish forces have taken control of the town of Sinjar, the first town to be recaptured from Islamic State (IS) in Iraq."
seahorse-01645,grammar,Yes,1,t5_base,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish forces have taken control of the town of Sinjar, the first town to be recaptured from Islamic State (IS) in Iraq."
seahorse-01646,attribution,No,0,t5_base,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish forces have taken control of the town of Sinjar, the first town to be recaptured from Islamic State (IS) in Iraq."
seahorse-01647,main_ideas,No,0,t5_base,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish forces have taken control of the town of Sinjar, the first town to be recaptured from Islamic State (IS) in Iraq."
seahorse-01648,conciseness,No,0,t5_base,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish forces have taken control of the town of Sinjar, the first town to be recaptured from Islamic State (IS) in Iraq."
seahorse-01649,comprehensibility,Yes,1,reference,en-US,xlsum_english,art-5e193b9d,xlsum_english-validation-2241,A 98-year-old former soldier who survived World War Two and five years as a prisoner wants to find veterans who experienced a similar ordeal.
seahorse-01650,repetition,Yes,1,reference,en-US,xlsum_english,art-5e193b9d,xlsum_english-validation-2241,A 98-year-old former soldier who survived World War Two and five years as a prisoner wants to find veterans who experienced a similar ordeal.
seahorse-01651,grammar,Yes,1,reference,en-US,xlsum_english,art-5e193b9d,xlsum_english-validation-2241,A 98-year-old former soldier who survived World War Two and five years as a prisoner wants to find veterans who experienced a similar ordeal.
seahorse-01652,attribution,No,0,reference,en-US,xlsum_english,art-5e193b9d,xlsum_english-validation-2241,A 98-year-old former soldier who survived World War Two and five years as a prisoner wants to find veterans who experienced a similar ordeal.
seahorse-01653,main_ideas,Yes,1,reference,en-US,xlsum_english,art-5e193b9d,xlsum_english-validation-2241,A 98-year-old former soldier who survived World War Two and five years as a prisoner wants to find veterans who experienced a similar ordeal.
seahorse-01654,conciseness,Yes,1,reference,en-US,xlsum_english,art-5e193b9d,xlsum_english-validation-2241,A 98-year-old former soldier who survived World War Two and five years as a prisoner wants to find veterans who experienced a similar ordeal.
seahorse-01655,comprehensibility,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-4d2b1ed5,wiki_lingua_english_en-val-12143,Complete 8 hours of ground school. Demonstrate your ability to lower your canopy between flights. Demonstrate your ability to perform 26 skills. Receive your P-2 rating.
seahorse-01656,repetition,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-4d2b1ed5,wiki_lingua_english_en-val-12143,Complete 8 hours of ground school. Demonstrate your ability to lower your canopy between flights. Demonstrate your ability to perform 26 skills. Receive your P-2 rating.
seahorse-01657,grammar,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-4d2b1ed5,wiki_lingua_english_en-val-12143,Complete 8 hours of ground school. Demonstrate your ability to lower your canopy between flights. Demonstrate your ability to perform 26 skills. Receive your P-2 rating.
seahorse-01658,attribution,Yes,1,t5_base,en-US,wiki_lingua_english_en,art-4d2b1ed5,wiki_lingua_english_en-val-12143,Complete 8 hours of ground school. Demonstrate your ability to lower your canopy between flights. Demonstrate your ability to perform 26 skills. Receive your P-2 rating.
seahorse-01659,main_ideas,No,0,t5_base,en-US,wiki_lingua_english_en,art-4d2b1ed5,wiki_lingua_english_en-val-12143,Complete 8 hours of ground school. Demonstrate your ability to lower your canopy between flights. Demonstrate your ability to perform 26 skills. Receive your P-2 rating.
seahorse-01660,conciseness,No,0,t5_base,en-US,wiki_lingua_english_en,art-4d2b1ed5,wiki_lingua_english_en-val-12143,Complete 8 hours of ground school. Demonstrate your ability to lower your canopy between flights. Demonstrate your ability to perform 26 skills. Receive your P-2 rating.
seahorse-01661,comprehensibility,Yes,1,reference,en-US,xsum,art-9bc354c6,xsum-validation-151,"Nigeria has devalued the naira, saying a drop in oil prices had made it hard to defend its currency."
seahorse-01662,repetition,Yes,1,reference,en-US,xsum,art-9bc354c6,xsum-validation-151,"Nigeria has devalued the naira, saying a drop in oil prices had made it hard to defend its currency."
seahorse-01663,grammar,Yes,1,reference,en-US,xsum,art-9bc354c6,xsum-validation-151,"Nigeria has devalued the naira, saying a drop in oil prices had made it hard to defend its currency."
seahorse-01664,attribution,Yes,1,reference,en-US,xsum,art-9bc354c6,xsum-validation-151,"Nigeria has devalued the naira, saying a drop in oil prices had made it hard to defend its currency."
seahorse-01665,main_ideas,Yes,1,reference,en-US,xsum,art-9bc354c6,xsum-validation-151,"Nigeria has devalued the naira, saying a drop in oil prices had made it hard to defend its currency."
seahorse-01666,conciseness,Yes,1,reference,en-US,xsum,art-9bc354c6,xsum-validation-151,"Nigeria has devalued the naira, saying a drop in oil prices had made it hard to defend its currency."
seahorse-01667,comprehensibility,Yes,1,t5_base,en-US,xlsum_english,art-3579f872,xlsum_english-validation-9059,A new charge for garden waste collections in Carmarthenshire has been approved by councillors.
seahorse-01668,repetition,Yes,1,t5_base,en-US,xlsum_english,art-3579f872,xlsum_english-validation-9059,A new charge for garden waste collections in Carmarthenshire has been approved by councillors.
seahorse-01669,grammar,Yes,1,t5_base,en-US,xlsum_english,art-3579f872,xlsum_english-validation-9059,A new charge for garden waste collections in Carmarthenshire has been approved by councillors.
seahorse-01670,attribution,Yes,1,t5_base,en-US,xlsum_english,art-3579f872,xlsum_english-validation-9059,A new charge for garden waste collections in Carmarthenshire has been approved by councillors.
seahorse-01671,main_ideas,Yes,1,t5_base,en-US,xlsum_english,art-3579f872,xlsum_english-validation-9059,A new charge for garden waste collections in Carmarthenshire has been approved by councillors.
seahorse-01672,conciseness,Yes,1,t5_base,en-US,xlsum_english,art-3579f872,xlsum_english-validation-9059,A new charge for garden waste collections in Carmarthenshire has been approved by councillors.
seahorse-01673,comprehensibility,Yes,1,t5_xxl,en-US,wiki_lingua_english_en,art-22e23022,wiki_lingua_english_en-val-13657,Find the following: Add the filter. Test it out.
seahorse-01674,repetition,Yes,1,t5_xxl,en-US,wiki_lingua_english_en,art-22e23022,wiki_lingua_english_en-val-13657,Find the following: Add the filter. Test it out.
seahorse-01675,grammar,Yes,1,t5_xxl,en-US,wiki_lingua_english_en,art-22e23022,wiki_lingua_english_en-val-13657,Find the following: Add the filter. Test it out.
seahorse-01676,attribution,No,0,t5_xxl,en-US,wiki_lingua_english_en,art-22e23022,wiki_lingua_english_en-val-13657,Find the following: Add the filter. Test it out.
seahorse-01677,main_ideas,No,0,t5_xxl,en-US,wiki_lingua_english_en,art-22e23022,wiki_lingua_english_en-val-13657,Find the following: Add the filter. Test it out.
seahorse-01678,conciseness,No,0,t5_xxl,en-US,wiki_lingua_english_en,art-22e23022,wiki_lingua_english_en-val-13657,Find the following: Add the filter. Test it out.
seahorse-01679,comprehensibility,Yes,1,reference,en-US,wiki_lingua_english_en,art-d04e0ba0,wiki_lingua_english_en-val-11248,Use a quick game to settle disputes.
seahorse-01680,repetition,Yes,1,reference,en-US,wiki_lingua_english_en,art-d04e0ba0,wiki_lingua_english_en-val-11248,Use a quick game to settle disputes.
seahorse-01681,grammar,Yes,1,reference,en-US,wiki_lingua_english_en,art-d04e0ba0,wiki_lingua_english_en-val-11248,Use a quick game to settle disputes.
seahorse-01682,attribution,Yes,1,reference,en-US,wiki_lingua_english_en,art-d04e0ba0,wiki_lingua_english_en-val-11248,Use a quick game to settle disputes.
seahorse-01683,main_ideas,Yes,1,reference,en-US,wiki_lingua_english_en,art-d04e0ba0,wiki_lingua_english_en-val-11248,Use a quick game to settle disputes.
seahorse-01684,conciseness,Yes,1,reference,en-US,wiki_lingua_english_en,art-d04e0ba0,wiki_lingua_english_en-val-11248,Use a quick game to settle disputes.
seahorse-01685,comprehensibility,Yes,1,t5_base_250steps,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish Peshmerga has captured Sinjar Mountain, a town that has been occupied by Islamic State (IS) militants."
seahorse-01686,repetition,Yes,1,t5_base_250steps,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish Peshmerga has captured Sinjar Mountain, a town that has been occupied by Islamic State (IS) militants."
seahorse-01687,grammar,Yes,1,t5_base_250steps,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish Peshmerga has captured Sinjar Mountain, a town that has been occupied by Islamic State (IS) militants."
seahorse-01688,attribution,Yes,1,t5_base_250steps,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish Peshmerga has captured Sinjar Mountain, a town that has been occupied by Islamic State (IS) militants."
seahorse-01689,main_ideas,Yes,1,t5_base_250steps,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish Peshmerga has captured Sinjar Mountain, a town that has been occupied by Islamic State (IS) militants."
seahorse-01690,conciseness,Yes,1,t5_base_250steps,en-US,xsum,art-67ef0624,xsum-validation-424,"The Kurdish Peshmerga has captured Sinjar Mountain, a town that has been occupied by Islamic State (IS) militants."
seahorse-01691,comprehensibility,Yes,1,t5_base,en-US,xsum,art-24cf07e5,xsum-validation-978,"Venezuela's governor, Nicolas Capriles, has been banned from office for 15 years."
seahorse-01692,repetition,Yes,1,t5_base,en-US,xsum,art-24cf07e5,xsum-validation-978,"Venezuela's governor, Nicolas Capriles, has been banned from office for 15 years."
seahorse-01693,grammar,Yes,1,t5_base,en-US,xsum,art-24cf07e5,xsum-validation-978,"Venezuela's governor, Nicolas Capriles, has been banned from office for 15 years."
seahorse-01694,attribution,Yes,1,t5_base,en-US,xsum,art-24cf07e5,xsum-validation-978,"Venezuela's governor, Nicolas Capriles, has been banned from office for 15 years."
seahorse-01695,main_ideas,Yes,1,t5_base,en-US,xsum,art-24cf07e5,xsum-validation-978,"Venezuela's governor, Nicolas Capriles, has been banned from office for 15 years."
seahorse-01696,conciseness,Yes,1,t5_base,en-US,xsum,art-24cf07e5,xsum-validation-978,"Venezuela's governor, Nicolas Capriles, has been banned from office for 15 years."
seahorse-01697,comprehensibility,Yes,1,t5_xxl,en-US,xsum,art-44cf39e4,xsum-validation-34,"The Isle of Man has been praised for its ""quick rise"" in the space industry."
seahorse-01698,repetition,Yes,1,t5_xxl,en-US,xsum,art-44cf39e4,xsum-validation-34,"The Isle of Man has been praised for its ""quick rise"" in the space industry."
seahorse-01699,grammar,Yes,1,t5_xxl,en-US,xsum,art-44cf39e4,xsum-validation-34,"The Isle of Man has been praised for its ""quick rise"" in the space industry."
seahorse-01700,attribution,Yes,1,t5_xxl,en-US,xsum,art-44cf39e4,xsum-validation-34,"The Isle of Man has been praised for its ""quick rise"" in the space industry."
seahorse-01701,main_ideas,Yes,1,t5_xxl,en-US,xsum,art-44cf39e4,xsum-validation-34,"The Isle of Man has been praised for its ""quick rise"" in the space industry."
seahorse-01702,conciseness,Yes,1,t5_xxl,en-US,xsum,art-44cf39e4,xsum-validation-34,"The Isle of Man has been praised for its ""quick rise"" in the space industry."
seahorse-01703,comprehensibility,Yes,1,reference,en-US,wiki_lingua_english_en,art-b0ca86da,wiki_lingua_english_en-val-12332,Plate the dish. Season with salt and pepper to taste. Decorate the edge of the plate with tomato and/or avocado slices.
seahorse-01704,repetition,Yes,1,reference,en-US,wiki_lingua_english_en,art-b0ca86da,wiki_lingua_english_en-val-12332,Plate the dish. Season with salt and pepper to taste. Decorate the edge of the plate with tomato and/or avocado slices.
seahorse-01705,grammar,Yes,1,reference,en-US,wiki_lingua_english_en,art-b0ca86da,wiki_lingua_english_en-val-12332,Plate the dish. Season with salt and pepper to taste. Decorate the edge of the plate with tomato and/or avocado slices.
seahorse-01706,attribution,No,0,reference,en-US,wiki_lingua_english_en,art-b0ca86da,wiki_lingua_english_en-val-12332,Plate the dish. Season with salt and pepper to taste. Decorate the edge of the plate with tomato and/or avocado slices.
seahorse-01707,main_ideas,No,0,reference,en-US,wiki_lingua_english_en,art-b0ca86da,wiki_lingua_english_en-val-12332,Plate the dish. Season with salt and pepper to taste. Decorate the edge of the plate with tomato and/or avocado slices.
seahorse-01708,conciseness,No,0,reference,en-US,wiki_lingua_english_en,art-b0ca86da,wiki_lingua_english_en-val-12332,Plate the dish. Season with salt and pepper to taste. Decorate the edge of the plate with tomato and/or avocado slices.
seahorse-01709,comprehensibility,Yes,1,t5_base,en-US,xsum,art-e4f6bf51,xsum-validation-786,The pound has jumped after the UK Supreme Court ruled that the UK should not trigger Article 50.
seahorse-01710,repetition,Yes,1,t5_base,en-US,xsum,art-e4f6bf51,xsum-validation-786,The pound has jumped after the UK Supreme Court ruled that the UK should not trigger Article 50.
seahorse-01711,grammar,Yes,1,t5_base,en-US,xsum,art-e4f6bf51,xsum-validation-786,The pound has jumped after the UK Supreme Court ruled that the UK should not trigger Article 50.
seahorse-01712,attribution,Yes,1,t5_base,en-US,xsum,art-e4f6bf51,xsum-validation-786,The pound has jumped after the UK Supreme Court ruled that the UK should not trigger Article 50.
seahorse-01713,main_ideas,Yes,1,t5_base,en-US,xsum,art-e4f6bf51,xsum-validation-786,The pound has jumped after the UK Supreme Court ruled that the UK should not trigger Article 50.
seahorse-01714,conciseness,Yes,1,t5_base,en-US,xsum,art-e4f6bf51,xsum-validation-786,The pound has jumped after the UK Supreme Court ruled that the UK should not trigger Article 50.
seahorse-01715,comprehensibility,Yes,1,t5_base_250steps,en-US,xsum,art-00afbc1e,xsum-validation-299,"The pastor of a church in Belfast has been jailed for a ""satanic sermon"" he delivered."
seahorse-01716,repetition,Yes,1,t5_base_250steps,en-US,xsum,art-00afbc1e,xsum-validation-299,"The pastor of a church in Belfast has been jailed for a ""satanic sermon"" he delivered."
seahorse-01717,grammar,Yes,1,t5_base_250steps,en-US,xsum,art-00afbc1e,xsum-validation-299,"The pastor of a church in Belfast has been jailed for a ""satanic sermon"" he delivered."
seahorse-01718,attribution,No,0,t5_base_250steps,en-US,xsum,art-00afbc1e,xsum-validation-299,"The pastor of a church in Belfast has been jailed for a ""satanic sermon"" he delivered."
seahorse-01719,main_ideas,Yes,1,t5_base_250steps,en-US,xsum,art-00afbc1e,xsum-validation-299,"The pastor of a church in Belfast has been jailed for a ""satanic sermon"" he delivered."
seahorse-01720,conciseness,No,0,t5_base_250steps,en-US,xsum,art-00afbc1e,xsum-validation-299,"The pastor of a church in Belfast has been jailed for a ""satanic sermon"" he delivered."
seahorse-01721,comprehensibility,Yes,1,t5_xxl,en-US,xsum,art-67ef0624,xsum-validation-424,Kurdish forces have recaptured the town of Sinjar from the Islamic State (IS) in northern Iraq.
seahorse-01722,repetition,Yes,1,t5_xxl,en-US,xsum,art-67ef0624,xsum-validation-424,Kurdish forces have recaptured the town of Sinjar from the Islamic State (IS) in northern Iraq.
seahorse-01723,grammar,Yes,1,t5_xxl,en-US,xsum,art-67ef0624,xsum-validation-424,Kurdish forces have recaptured the town of Sinjar from the Islamic State (IS) in northern Iraq.
seahorse-01724,attribution,No,0,t5_xxl,en-US,xsum,art-67ef0624,xsum-validation-424,Kurdish forces have recaptured the town of Sinjar from the Islamic State (IS) in northern Iraq.
seahorse-01725,main_ideas,No,0,t5_xxl,en-US,xsum,art-67ef0624,xsum-validation-424,Kurdish forces have recaptured the town of Sinjar from the Islamic State (IS) in northern Iraq.
seahorse-01726,conciseness,No,0,t5_xxl,en-US,xsum,art-67ef0624,xsum-validation-424,Kurdish forces have recaptured the town of Sinjar from the Islamic State (IS) in northern Iraq.
seahorse-01727,comprehensibility,Yes,1,t5_base_250steps,en-US,xlsum_english,art-7c2c7515,xlsum_english-validation-4747,A man who stabbed a police officer with a knife has been jailed.
seahorse-01728,repetition,Yes,1,t5_base_250steps,en-US,xlsum_english,art-7c2c7515,xlsum_english-validation-4747,A man who stabbed a police officer with a knife has been jailed.
seahorse-01729,grammar,Yes,1,t5_base_250steps,en-US,xlsum_english,art-7c2c7515,xlsum_english-validation-4747,A man who stabbed a police officer with a knife has been jailed.
seahorse-01730,attribution,Yes,1,t5_base_250steps,en-US,xlsum_english,art-7c2c7515,xlsum_english-validation-4747,A man who stabbed a police officer with a knife has been jailed.
seahorse-01731,main_ideas,Yes,1,t5_base_250steps,en-US,xlsum_english,art-7c2c7515,xlsum_english-validation-4747,A man who stabbed a police officer with a knife has been jailed.
seahorse-01732,conciseness,Yes,1,t5_base_250steps,en-US,xlsum_english,art-7c2c7515,xlsum_english-validation-4747,A man who stabbed a police officer with a knife has been jailed.
seahorse-01733,comprehensibility,Yes,1,t5_base_250steps,en-US,xlsum_english,art-c8d477cb,xlsum_english-validation-8497,A festival in Hackney has been up for five UK Festival awards.
seahorse-01734,repetition,Yes,1,t5_base_250steps,en-US,xlsum_english,art-c8d477cb,xlsum_english-validation-8497,A festival in Hackney has been up for five UK Festival awards.
seahorse-01735,grammar,Yes,1,t5_base_250steps,en-US,xlsum_english,art-c8d477cb,xlsum_english-validation-8497,A festival in Hackney has been up for five UK Festival awards.
seahorse-01736,attribution,Yes,1,t5_base_250steps,en-US,xlsum_english,art-c8d477cb,xlsum_english-validation-8497,A festival in Hackney has been up for five UK Festival awards.
seahorse-01737,main_ideas,Yes,1,t5_base_250steps,en-US,xlsum_english,art-c8d477cb,xlsum_english-validation-8497,A festival in Hackney has been up for five UK Festival awards.
seahorse-01738,conciseness,Yes,1,t5_base_250steps,en-US,xlsum_english,art-c8d477cb,xlsum_english-validation-8497,A festival in Hackney has been up for five UK Festival awards.
seahorse-01739,comprehensibility,Yes,1,reference,en-US,xlsum_english,art-3d5fe858,xlsum_english-validation-10759,"Europe is to press ahead with its Earthcare space laser mission, despite a 30% rise in its probable final cost."
seahorse-01740,repetition,Yes,1,reference,en-US,xlsum_english,art-3d5fe858,xlsum_english-validation-10759,"Europe is to press ahead with its Earthcare space laser mission, despite a 30% rise in its probable final cost."
seahorse-01741,grammar,Yes,1,reference,en-US,xlsum_english,art-3d5fe858,xlsum_english-validation-10759,"Europe is to press ahead with its Earthcare space laser mission, despite a 30% rise in its probable final cost."
seahorse-01742,attribution,No,0,reference,en-US,xlsum_english,art-3d5fe858,xlsum_english-validation-10759,"Europe is to press ahead with its Earthcare space laser mission, despite a 30% rise in its probable final cost."
seahorse-01743,main_ideas,Yes,1,reference,en-US,xlsum_english,art-3d5fe858,xlsum_english-validation-10759,"Europe is to press ahead with its Earthcare space laser mission, despite a 30% rise in its probable final cost."
seahorse-01744,conciseness,No,0,reference,en-US,xlsum_english,art-3d5fe858,xlsum_english-validation-10759,"Europe is to press ahead with its Earthcare space laser mission, despite a 30% rise in its probable final cost."
seahorse-01745,comprehensibility,Yes,1,t5_base_250steps,en-US,wiki_lingua_english_en,art-84eac543,wiki_lingua_english_en-val-3650,Open your blog. Design your blog. Create categories. Write about what motivates you.
seahorse-01746,repetition,Yes,1,t5_base_250steps,en-US,wiki_lingua_english_en,art-84eac543,wiki_lingua_english_en-val-3650,Open your blog. Design your blog. Create categories. Write about what motivates you.
seahorse-01747,grammar,Yes,1,t5_base_250steps,en-US,wiki_lingua_english_en,art-84eac543,wiki_lingua_english_en-val-3650,Open your blog. Design your blog. Create categories. Write about what motivates you.
seahorse-01748,attribution,No,0,t5_base_250steps,en-US,wiki_lingua_english_en,art-84eac543,wiki_lingua_english_en-val-3650,Open your blog. Design your blog. Create categories. Write about what motivates you.
seahorse-01749,main_ideas,No,0,t5_base_250steps,en-US,wiki_lingua_english_en,art-84eac543,wiki_lingua_english_en-val-3650,Open your blog. Design your blog. Create categories. Write about what motivates you.
seahorse-01750,conciseness,No,0,t5_base_250steps,en-US,wiki_lingua_english_en,art-84eac543,wiki_lingua_english_en-val-3650,Open your blog. Design your blog. Create categories. Write about what motivates you.
seahorse-01751,comprehensibility,Yes,1,t5_base,en-US,xlsum_english,art-cd7c00bb,xlsum_english-validation-3378,Iain Duncan Smith's resignation on Thursday night was a surprise for the Conservatives.
seahorse-01752,repetition,Yes,1,t5_base,en-US,xlsum_english,art-cd7c00bb,xlsum_english-validation-3378,Iain Duncan Smith's resignation on Thursday night was a surprise for the Conservatives.
seahorse-01753,grammar,Yes,1,t5_base,en-US,xlsum_english,art-cd7c00bb,xlsum_english-validation-3378,Iain Duncan Smith's resignation on Thursday night was a surprise for the Conservatives.
seahorse-01754,attribution,No,0,t5_base,en-US,xlsum_english,art-cd7c00bb,xlsum_english-validation-3378,Iain Duncan Smith's resignation on Thursday night was a surprise for the Conservatives.
seahorse-01755,main_ideas,No,0,t5_base,en-US,xlsum_english,art-cd7c00bb,xlsum_english-validation-3378,Iain Duncan Smith's resignation on Thursday night was a surprise for the Conservatives.
seahorse-01756,conciseness,No,0,t5_base,en-US,xlsum_english,art-cd7c00bb,xlsum_english-validation-3378,Iain Duncan Smith's resignation on Thursday night was a surprise for the Conservatives.
seahorse-01757,comprehensibility,Yes,1,reference,es-ES,xlsum_spanish,art-417ad0b6,xlsum_spanish-validation-3269,"La Casa Blanca negó este martes la información publicada por medios en EE.UU. de que el presidente Donald Trump pidió al exdirector del FBI, James Comey, que cerrara la investigación sobre los lazos del exasesor de Seguridad Nacional Michael Flynn con Rusia."
seahorse-01758,repetition,Yes,1,reference,es-ES,xlsum_spanish,art-417ad0b6,xlsum_spanish-validation-3269,"La Casa Blanca negó este martes la información publicada por medios en EE.UU. de que el presidente Donald Trump pidió al exdirector del FBI, James Comey, que cerrara la investigación sobre los lazos del exasesor de Seguridad Nacional Michael Flynn con Rusia."
seahorse-01759,grammar,Yes,1,reference,es-ES,xlsum_spanish,art-417ad0b6,xlsum_spanish-validation-3269,"La Casa Blanca negó este martes la información publicada por medios en EE.UU. de que el presidente Donald Trump pidió al exdirector del FBI, James Comey, que cerrara la investigación sobre los lazos del exasesor de Seguridad Nacional Michael Flynn con Rusia."
seahorse-01760,attribution,Yes,1,reference,es-ES,xlsum_spanish,art-417ad0b6,xlsum_spanish-validation-3269,"La Casa Blanca negó este martes la información publicada por medios en EE.UU. de que el presidente Donald Trump pidió al exdirector del FBI, James Comey, que cerrara la investigación sobre los lazos del exasesor de Seguridad Nacional Michael Flynn con Rusia."
seahorse-01761,main_ideas,Yes,1,reference,es-ES,xlsum_spanish,art-417ad0b6,xlsum_spanish-validation-3269,"La Casa Blanca negó este martes la información publicada por medios en EE.UU. de que el presidente Donald Trump pidió al exdirector del FBI, James Comey, que cerrara la investigación sobre los lazos del exasesor de Seguridad Nacional Michael Flynn con Rusia."
seahorse-01762,conciseness,Yes,1,reference,es-ES,xlsum_spanish,art-417ad0b6,xlsum_spanish-validation-3269,"La Casa Blanca negó este martes la información publicada por medios en EE.UU. de que el presidente Donald Trump pidió al exdirector del FBI, James Comey, que cerrara la investigación sobre los lazos del exasesor de Seguridad Nacional Michael Flynn con Rusia."
seahorse-01763,comprehensibility,Yes,1,reference,es-ES,mlsum_es,art-9098664f,mlsum_es-validation-2010,Aznar y Casado entienden la acción del PP como una labor del contención del Enemigo o Impío
seahorse-01764,repetition,Yes,1,reference,es-ES,mlsum_es,art-9098664f,mlsum_es-validation-2010,Aznar y Casado entienden la acción del PP como una labor del contención del Enemigo o Impío
seahorse-01765,grammar,No,0,reference,es-ES,mlsum_es,art-9098664f,mlsum_es-validation-2010,Aznar y Casado entienden la acción del PP como una labor del contención del Enemigo o Impío
seahorse-01766,attribution,Yes,1,reference,es-ES,mlsum_es,art-9098664f,mlsum_es-validation-2010,Aznar y Casado entienden la acción del PP como una labor del contención del Enemigo o Impío
